Tissue,Atoll,Island,TNI_reef_area,Reef_area,To_shore_m,Treatment,cal_d13C,cal_perc_C,cal_d15N,cal_perc_N,CN_ratio
Leaves,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-25.03,51.14,-0.25,1.82,28.09
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-26.34,46.45,8.18,1.68,27.61
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-24.37,52.46,9.76,1.86,28.24
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-23.41,47.91,10.84,1.9,25.26
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.71,44.46,9.02,1.81,24.61
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.55,45.78,8.42,2.45,18.7
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-23.75,44.78,9.49,1.58,28.39
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-24.73,49.78,11.85,2.09,23.81
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-24.85,49.32,11.84,2.11,23.33
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-23.24,48.48,9.84,1.59,30.4
Leaves,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.07,51.53,9.78,2.34,21.98
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.74,48.13,-1.94,2.01,23.96
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.55,50.33,-3.61,1.89,26.65
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-27.27,47.41,-2.91,1.41,33.69
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-25.33,49.01,-2.96,2.44,20.11
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.27,49.16,-2.38,1.97,24.91
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-27.19,48.98,-2.94,1.75,27.98
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-27.3,51.58,-2.83,1.91,27.03
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-25.14,52.44,-3.21,2.17,24.12
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-28.05,49.53,-3.79,1.64,30.28
Leaves,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-25.85,48.25,-3.13,2.04,23.71
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.05,46.51,-4.33,2.26,20.62
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.35,50.87,-3.84,1.59,31.95
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.13,46.94,-4.78,1.62,28.94
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.26,44.63,-4.65,1.84,24.3
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.72,48.1,-0.8,1.85,25.96
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-29.07,45.25,-5.26,1.59,28.39
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-28.77,49.4,-2.87,1.52,32.5
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.37,48.77,-4.55,1.42,34.27
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.9,52.02,-2.97,2.06,25.22
Leaves,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.31,50.61,-3.75,1.29,39.34
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-27.93,45.27,6.81,1.79,25.35
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-28.94,50.64,4.64,2.25,22.55
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-27.79,50.68,6.37,2.13,23.83
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-28.98,48.16,7.31,2.07,23.26
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-28.87,43.18,4.62,1.63,26.44
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-27.01,46.58,4.29,1.93,24.18
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-28.8,49.42,5.85,2.13,23.21
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-25.49,49.91,6.06,2.12,23.55
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-25.54,51,6.93,1.81,28.2
Leaves,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26,50.3,6.26,1.91,26.32
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-29.96,45.28,5.29,1.72,26.35
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.6,51.04,12.8,1.95,26.15
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-29.51,47.33,7.24,2.74,17.28
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-27.21,47.43,3.58,2.41,19.69
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-28.04,42.8,5.45,2.15,19.89
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-28.53,45.65,11.41,2.93,15.6
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-29.19,52.03,6.34,2.44,21.36
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-28.28,51.58,6.37,2.26,22.78
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-27.01,51.31,10.6,1.97,26.01
Leaves,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-28.54,52.19,7.47,2.1,24.87
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-29.02,46.2,-4.44,1.53,30.14
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-25.65,49.81,-3.12,1.72,28.9
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.32,46.36,-3.63,1.67,27.8
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-28.76,48.04,-4.02,1.3,36.94
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.54,46.36,-5.23,1.41,32.97
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-28.3,43.17,-4.49,1.67,25.77
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-25.76,42.98,-2.49,1.51,28.54
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.43,50.56,-4.26,1.82,27.77
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-28.04,44.46,-2.98,1.29,34.4
Leaves,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-27.07,52.09,-4.43,1.67,31.11
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.64,7.32,2.43,0.47,15.61
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.59,7.15,2,0.58,12.24
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.13,2.7,2.62,0.22,12.43
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.59,4.69,2.64,0.36,12.93
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.33,3.99,2.62,0.3,13.14
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.34,4.75,2.5,0.36,13.37
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-26.73,2.35,2.94,0.2,11.57
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-27.28,3.9,2.84,0.32,12.23
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-26.83,2.82,3.37,0.24,11.81
Soil,Great_Chagos_Bank,Eagle,0.22,25.8,NA,Rats,-26.64,1.05,2.03,0.09,12.32
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-23.47,3.12,13.44,0.41,7.58
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-24.69,4.09,12.73,0.53,7.69
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-24.63,2.73,12.52,0.36,7.67
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-21.09,7.71,12.52,0.34,22.58
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-24.18,3.43,13.49,0.44,7.81
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-22.69,6.42,13.78,0.26,24.58
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-22.33,5.38,13.34,0.23,23.02
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-23.1,7.17,12.6,0.26,27.82
Soil,Great_Chagos_Bank,Middle_Brother,424.83,16.9,NA,No_rats,-24.41,3.26,15.41,0.46,7.15
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-25.11,4.21,13.82,0.49,8.55
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-24.24,3.43,14.41,0.52,6.63
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-26.18,2.45,14.01,0.27,8.97
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-25.89,7.81,13.85,0.77,10.18
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-24.43,12.59,15.83,1.81,6.94
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-24.3,10.92,15.58,1.57,6.97
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-26.54,4.44,11.1,0.57,7.75
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-24.96,42.44,15.71,5.24,8.09
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-25.36,29.93,16.89,3.87,7.72
Soil,Great_Chagos_Bank,Nelson_Island,119.33,31.8,NA,No_rats,-24.95,19.06,16.23,2.59,7.37
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-20.31,6.03,14.58,0.82,7.38
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-21.49,5.11,13.29,0.66,7.73
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-24.05,17.75,15.61,1.65,10.73
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-22.79,5.75,14.82,0.73,7.89
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-19.48,2.98,15.15,0.46,6.52
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-18.78,4.56,14.39,0.62,7.3
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-20.89,4.82,15.06,0.64,7.53
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-24.19,8.02,13.8,0.95,8.44
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-22.23,7.62,14.63,1.05,7.23
Soil,Great_Chagos_Bank,South_Brother,172.44,16.8,NA,No_rats,-24.15,12.12,13.57,1.27,9.54
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-24.08,3.37,13.47,0.43,2.3
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-27.35,6.81,11.07,0.56,3.55
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-25.64,5.97,15.16,0.71,2.45
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-24.19,2.74,11.98,0.36,2.24
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-25.75,5.37,13.25,0.64,2.46
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-25.35,3.31,10.83,0.42,2.32
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-25.18,3.7,12.54,0.51,2.12
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-26.67,21.8,14.18,2,3.19
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-23.08,3.19,11.55,0.46,2.03
Soil,Peros_Banhos,Grande_Ile_Coquillage,213.46,36.7,NA,No_rats,-26.19,7.09,12.79,0.81,2.55
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-26.92,3.66,4.7,0.28,3.86
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-26.74,4.33,2.45,0.4,3.18
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-27.81,7.62,4.27,0.55,4.04
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-27.22,7.31,5.71,0.62,3.47
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-27.03,4.39,1.39,0.4,3.22
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-26.56,2.44,3.03,0.24,3.01
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-26.16,1.14,3.17,0.08,14.81
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-27.21,3.16,0.96,0.3,3.08
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-22.29,2.75,2.31,0.22,3.58
Soil,Peros_Banhos,Grande_Ile_Mapou,1.16,11.5,NA,Rats,-26.23,3.22,3.3,0.32,2.92
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-26.68,44.29,15.65,4.17,10.62
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-21.66,8.93,10.14,1.16,2.26
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.77,3.11,9.92,0.3,3.05
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-26.13,46.31,14.94,4.25,10.91
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.59,8.25,13.4,1.13,2.14
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-21.16,0.95,12.09,0.11,8.69
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-26.2,11.94,14.52,1.25,2.79
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-22.06,1.11,13.55,0.17,6.75
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-24.13,2.27,11.76,0.25,9.05
Soil,Peros_Banhos,Ile_Longue,206.42,6.1,NA,No_rats,-25.35,23.52,15.57,2.87,8.19
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.6,8.9,2.35,0.68,3.82
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.73,3.52,3.64,0.27,3.75
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.39,5.3,4.26,0.44,3.55
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-25.47,0.63,4.69,0.05,12.25
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.6,9.79,1.88,0.66,4.31
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.56,2.95,3.55,0.25,3.49
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.2,3.71,4.31,0.29,3.7
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.92,10.46,2.2,0.63,4.88
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-27.28,5.01,3.31,0.37,4.01
Soil,Peros_Banhos,Ile_Poule,0.04,19.1,NA,Rats,-26.62,7.13,1.87,0.5,4.14
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.13,4.11,1.22,0.31,3.88
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.89,5.2,1.73,0.38,4
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-24.9,0.94,2.17,0.06,16.03
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.12,2.43,2.98,0.22,3.3
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.73,6.5,1.18,0.43,4.4
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.77,1.92,1.59,0.15,12.88
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.56,3.1,2.08,0.22,4.11
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-26.77,3.92,2.83,0.32,3.57
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-25.42,0.91,2.31,0.05,17.11
Soil,Peros_Banhos,PB_Ile_Anglaise,0.53,6.6,NA,Rats,-27.14,3.05,2.59,0.2,4.39
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.11,5.01,4.71,0.34,14.52
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-25.77,3.05,10.33,0.33,9.28
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.02,5.34,10.74,0.57,9.38
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-27.06,4.33,6.53,0.38,11.42
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.18,6.83,11.31,0.77,8.9
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.12,4.4,7.05,0.46,9.57
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-25.76,3.38,6.74,0.33,10.1
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-24.95,2.37,8.87,0.28,8.55
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.37,3.1,7.98,0.29,10.83
Soil,Salomon,Ile_de_la_Passe,6.06,18.1,NA,No_rats,-26.09,3.26,5.4,0.29,11.32
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.76,4.56,7.53,0.41,11.1
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.48,5.47,8,0.47,11.63
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-27.29,4.46,6.55,0.39,11.49
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.46,2.9,7.56,0.28,10.38
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.46,3.95,7.32,0.35,11.24
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.56,6.64,7.86,0.61,10.96
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.89,4.07,6.39,0.32,12.92
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.97,4.57,7.33,0.39,11.64
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-26.46,4.99,6.77,0.43,11.56
Soil,Salomon,Ile_Fouquet,2.44,16,NA,Rats,-25.77,0.85,7.18,0.07,11.72
Soil,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-27.34,7.47,1.92,0.53,13.98
Soil,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.86,10.73,1.54,0.69,15.61
Soil,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.94,7.38,1.3,0.5,14.91
Soil,Salomon,Sal_Ile_Anglaise,0.16,23.5,NA,Rats,-26.79,7.37,1.63,0.54,13.57
